,Supporter ID,Amount,Campaign Date,Campaign ID,days_since_last_donation,gender,region
14313,207874877,558.0,2022-01-12,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
4156,207535849,5.0,2022-01-12,210405 - WL - Donate Wales,25.0,M,East Midlands
31527,233167197,23.0,2022-01-12,210405 - WL - Donate Wales,11.0,M,Yorkshire and Humber
6902,207626076,23.0,2022-01-12,210405 - SL - Donate Scotland,19.0,nan,South East
9115,207704343,10.0,2022-01-12,210405 - GEN - Donate National,269.0,nan,North West
25483,208277455,20.0,2022-01-12,210405 - WL - Donate Wales,201.0,M,London
6528,207615315,23.0,2022-01-12,210405 - WL - Donate Wales,104.0,nan,South East
8833,207695369,13.0,2022-01-12,211124 - GEN - Donate Anti-Tory Fight Fund,462.0,F,Yorkshire and Humber
17227,207984735,5.0,2022-01-12,210405 - WL - Donate Wales,137.0,nan,South West
532,207400613,10.0,2022-01-12,210405 - SL - Donate Scotland,54.0,M,Yorkshire and Humber
11936,207794999,50.0,2022-01-12,210405 - SL - Donate Scotland,254.0,F,West Midlands
10980,207763517,10.0,2022-01-12,211124 - GEN - Donate Anti-Tory Fight Fund,34.0,nan,West Midlands
29705,208730266,100.0,2022-01-12,210405 - GEN - Donate National,288.0,M,North West
31599,233441708,50.0,2022-01-13,210405 - SL - Donate Scotland,,nan,East Midlands
14091,207869473,20.0,2022-01-13,210405 - SL - Donate Scotland,456.0,nan,East Midlands
3085,207498422,50.0,2022-01-13,210405 - GEN - Donate National,51.0,M,West Midlands
9242,207710045,23.0,2022-01-13,210405 - GEN - Donate National,489.0,M,West Midlands
13301,207836566,50.0,2022-01-13,210405 - GEN - Donate National,159.0,F,North West
17045,207978104,20.0,2022-01-13,210405 - SL - Donate Scotland,8.0,M,South West
9879,207729462,10.0,2022-01-13,210405 - GEN - Donate National,13.0,nan,Wales
2893,207492319,10.0,2022-01-13,210405 - SL - Donate Scotland,181.0,M,West Midlands
31603,233446551,36.0,2022-01-13,210405 - GEN - Donate National,,nan,London
4913,207556745,5.0,2022-01-13,210405 - SL - Donate Scotland,205.0,M,East Midlands
5196,207566689,20.0,2022-01-13,210405 - GEN - Donate National,31.0,M,South West
13746,207858258,100.0,2022-01-13,210405 - SL - Donate Scotland,255.0,nan,London
31607,233456947,5.0,2022-01-13,210405 - WL - Donate Wales,,nan,Scotland
8256,207672048,23.0,2022-01-13,210405 - WL - Donate Wales,476.0,F,Scotland
8304,207673732,10.0,2022-01-13,211124 - GEN - Donate Anti-Tory Fight Fund,369.0,F,Yorkshire and Humber
8026,207662392,23.0,2022-01-13,210405 - WL - Donate Wales,360.0,nan,North West
23542,208208291,15.0,2022-01-13,211124 - GEN - Donate Anti-Tory Fight Fund,270.0,F,Eastern
31609,233459360,50.0,2022-01-13,210405 - SL - Donate Scotland,,M,South East
14507,207881205,2.0,2022-01-13,211111 - MM - Raffle - Winter 2021,45.0,F,South East
31605,233453644,50.0,2022-01-13,210405 - SL - Donate Scotland,,M,London
17483,207991916,10.0,2022-01-13,210405 - SL - Donate Scotland,19.0,M,Scotland
3903,207524415,5.0,2022-01-13,210405 - GEN - Donate National,216.0,M,North West
20376,208095812,13.0,2022-01-13,210405 - GEN - Donate National,421.0,nan,North West
29685,208725013,65.0,2022-01-13,210405 - GEN - Donate National,,M,London
1619,207440033,100.0,2022-01-13,210405 - GEN - Donate National,22.0,M,East Midlands
8897,207696793,13.0,2022-01-13,210405 - SL - Donate Scotland,78.0,nan,West Midlands
27878,208353007,100.0,2022-01-13,210405 - SL - Donate Scotland,255.0,F,London
4743,207551597,50.0,2022-01-13,210405 - SL - Donate Scotland,464.0,F,West Midlands
29073,208401281,13.0,2022-01-13,210405 - SL - Donate Scotland,,M,Wales
16259,207947936,40.0,2022-01-13,211111 - MM - Raffle - Winter 2021,254.0,F,nan
31181,227996167,3.0,2022-01-14,211124 - GEN - Donate Anti-Tory Fight Fund,13.0,nan,Scotland
73,207383374,23.0,2022-01-14,210405 - GEN - Donate National,445.0,M,South East
31645,233493476,10.0,2022-01-14,210405 - GEN - Donate National,,M,North West
7141,207634327,13.0,2022-01-14,210405 - GEN - Donate National,37.0,F,North
31657,233499756,10.0,2022-01-14,210405 - GEN - Donate National,,M,South East
21343,208131628,30.0,2022-01-14,210405 - WL - Donate Wales,108.0,F,Wales
31639,233490206,23.0,2022-01-14,210405 - GEN - Donate National,,nan,North West
31632,233484941,23.0,2022-01-14,210405 - GEN - Donate National,,F,West Midlands
29352,208437803,65.0,2022-01-14,210405 - GEN - Donate National,,M,Eastern
179,207386621,23.0,2022-01-14,210405 - SL - Donate Scotland,113.0,M,South East
16720,207967645,25.0,2022-01-14,211111 - MM - Raffle - Winter 2021,4.0,F,Eastern
29216,208406999,30.0,2022-01-14,210405 - GEN - Donate National,2.0,F,London
30841,225503025,2.0,2022-01-14,211111 - MM - Raffle - Winter 2021,,F,North West
31634,233485610,23.0,2022-01-14,210405 - GEN - Donate National,,nan,South West
25393,208274667,25.0,2022-01-14,210405 - SL - Donate Scotland,275.0,F,Scotland
31653,233496235,13.0,2022-01-14,210405 - GEN - Donate National,,F,Eastern
2851,207490358,23.0,2022-01-14,210405 - GEN - Donate National,,M,South East
31622,233478238,13.0,2022-01-14,210405 - GEN - Donate National,,F,East Midlands
31003,227402269,5.0,2022-01-14,210405 - GEN - Donate National,,nan,East Midlands
1360,207428956,5.0,2022-01-14,210405 - WL - Donate Wales,155.0,M,North West
8262,207672283,23.0,2022-01-14,211124 - GEN - Donate Anti-Tory Fight Fund,304.0,M,North West
11389,207780312,13.0,2022-01-14,210405 - GEN - Donate National,478.0,M,London
31650,233495446,23.0,2022-01-14,210405 - GEN - Donate National,,M,Eastern
12580,207813415,5.0,2022-01-14,211124 - GEN - Donate Anti-Tory Fight Fund,12.0,M,North West
19715,208073094,5.0,2022-01-14,210405 - GEN - Donate National,,F,London
3802,207521437,36.0,2022-01-14,210405 - WL - Donate Wales,541.0,nan,North West
29302,208422688,13.0,2022-01-14,210405 - GEN - Donate National,13.0,M,Wales
31626,233481142,50.0,2022-01-14,210405 - WL - Donate Wales,,nan,London
11722,207790119,13.0,2022-01-14,210405 - GEN - Donate National,14.0,nan,South West
31656,233499756,10.0,2022-01-14,210405 - GEN - Donate National,0.0,M,South East
11157,207770251,5.0,2022-01-14,210405 - GEN - Donate National,156.0,F,South East
9603,207723129,65.0,2022-01-15,210405 - WL - Donate Wales,320.0,nan,London
4359,207543023,50.0,2022-01-15,210405 - GEN - Donate National,144.0,M,South West
20460,208098792,10.0,2022-01-15,210405 - GEN - Donate National,,nan,South West
31672,233511890,100.0,2022-01-15,210405 - GEN - Donate National,,nan,East Midlands
29606,208680072,10.0,2022-01-15,210405 - GEN - Donate National,71.0,nan,Yorkshire and Humber
22332,208168355,50.0,2022-01-15,210405 - GEN - Donate National,480.0,F,Yorkshire and Humber
31663,233503723,5.0,2022-01-15,210405 - GEN - Donate National,,M,London
9883,207729514,10.0,2022-01-15,210405 - GEN - Donate National,,nan,North
31682,233519395,13.0,2022-01-15,210405 - GEN - Donate National,,M,North West
18700,208031266,23.0,2022-01-15,210405 - SL - Donate Scotland,43.0,nan,nan
20081,208085006,100.0,2022-01-15,210405 - GEN - Donate National,441.0,nan,Wales
31678,233516822,13.0,2022-01-15,210405 - GEN - Donate National,,nan,Eastern
10175,207734880,50.0,2022-01-15,210405 - GEN - Donate National,59.0,F,South West
12715,207816485,10.0,2022-01-15,211111 - MM - Raffle - Winter 2021,35.0,M,Scotland
20810,208110874,10.0,2022-01-15,211111 - MM - Raffle - Winter 2021,,nan,nan
21701,208145553,65.0,2022-01-15,210405 - GEN - Donate National,254.0,F,London
23465,208206086,5.0,2022-01-16,210405 - GEN - Donate National,39.0,nan,West Midlands
14251,207873874,5.0,2022-01-16,210405 - GEN - Donate National,311.0,nan,South West
15507,207919590,13.0,2022-01-16,210405 - GEN - Donate National,39.0,nan,nan
12316,207804826,13.0,2022-01-16,210405 - GEN - Donate National,,M,Scotland
22071,208158841,23.0,2022-01-16,210405 - GEN - Donate National,598.0,nan,North West
5706,207585203,23.0,2022-01-16,210405 - GEN - Donate National,66.0,nan,Eastern
8656,207688957,12.0,2022-01-16,211111 - MM - Raffle - Winter 2021,,M,South East
27639,208347139,10.0,2022-01-16,210405 - GEN - Donate National,34.0,F,Scotland
31713,233567785,50.0,2022-01-17,210405 - SL - Donate Scotland,,nan,South East
24664,208248065,10.0,2022-01-17,210405 - GEN - Donate National,,F,Eastern
28529,208371911,5.0,2022-01-17,210405 - GEN - Donate National,531.0,F,East Midlands
5030,207561009,20.0,2022-01-17,210405 - SL - Donate Scotland,308.0,M,East Midlands
30222,214350322,13.0,2022-01-17,210405 - GEN - Donate National,7.0,M,Scotland
27116,208332310,100.0,2022-01-17,210405 - GEN - Donate National,106.0,nan,South East
8939,207698131,20.0,2022-01-17,210405 - GEN - Donate National,26.0,M,London
6654,207619723,20.0,2022-01-17,210405 - GEN - Donate National,308.0,M,South East
31712,233566056,20.0,2022-01-17,210405 - GEN - Donate National,,nan,North
12684,207815974,23.0,2022-01-17,211124 - GEN - Donate Anti-Tory Fight Fund,19.0,nan,Yorkshire and Humber
31710,233561371,10.0,2022-01-17,210405 - GEN - Donate National,,F,London
19772,208074747,20.0,2022-01-17,210405 - GEN - Donate National,105.0,nan,South West
17618,207996245,30.0,2022-01-18,210405 - GEN - Donate National,300.0,F,South East
31720,233589038,20.0,2022-01-18,210405 - GEN - Donate National,,F,West Midlands
29303,208422688,13.0,2022-01-18,210405 - GEN - Donate National,4.0,M,Wales
24171,208227279,20.0,2022-01-18,211124 - GEN - Donate Anti-Tory Fight Fund,110.0,F,London
31637,233489969,23.0,2022-01-18,210405 - GEN - Donate National,,M,South East
29845,208778824,13.0,2022-01-18,210405 - GEN - Donate National,210.0,M,East Midlands
20277,208091916,3.0,2022-01-19,210405 - GEN - Donate National,74.0,nan,South East
13058,207826029,5.0,2022-01-19,210405 - GEN - Donate National,42.0,F,South East
6891,207625853,23.0,2022-01-19,210405 - GEN - Donate National,26.0,F,Yorkshire and Humber
14864,207894154,30.0,2022-01-19,210405 - GEN - Donate National,237.0,nan,South East
28417,208368188,100.0,2022-01-19,210921 - LL - Donate London Labour,,nan,South East
13428,207841927,13.0,2022-01-19,210405 - GEN - Donate National,,F,Yorkshire and Humber
31725,233642695,3.0,2022-01-19,210405 - GEN - Donate National,,F,South West
31733,233649438,2.0,2022-01-19,210405 - GEN - Donate National,,F,Eastern
31732,233649264,100.0,2022-01-19,210405 - GEN - Donate National,,F,North
7214,207638055,20.0,2022-01-19,210405 - GEN - Donate National,299.0,M,South East
31735,233651340,23.0,2022-01-19,210405 - GEN - Donate National,,M,Eastern
29817,208775305,2.0,2022-01-19,210405 - GEN - Donate National,,nan,North
31734,233649443,10.0,2022-01-19,210405 - GEN - Donate National,,nan,London
5713,207585440,23.0,2022-01-19,210405 - SL - Donate Scotland,261.0,nan,Yorkshire and Humber
1228,207424516,10.0,2022-01-20,210921 - LL - Donate London Labour,23.0,M,Yorkshire and Humber
26802,208322905,23.0,2022-01-20,210921 - LL - Donate London Labour,334.0,M,London
18861,208037574,5.0,2022-01-20,210921 - LL - Donate London Labour,71.0,nan,London
31743,233693427,23.0,2022-01-20,210405 - GEN - Donate National,,M,South East
28535,208372263,20.0,2022-01-20,210921 - LL - Donate London Labour,71.0,nan,Eastern
19061,208045860,23.0,2022-01-20,210921 - LL - Donate London Labour,165.0,nan,South East
23608,208210247,10.0,2022-01-20,210921 - LL - Donate London Labour,,nan,West Midlands
11289,207776944,20.0,2022-01-20,210921 - LL - Donate London Labour,321.0,M,Yorkshire and Humber
31749,233716837,3.0,2022-01-20,210405 - GEN - Donate National,,F,South West
14463,207879082,5.0,2022-01-20,210921 - LL - Donate London Labour,,nan,South West
21033,208121523,50.0,2022-01-20,210921 - LL - Donate London Labour,601.0,nan,London
13284,207836067,50.0,2022-01-20,210921 - LL - Donate London Labour,19.0,M,North West
13364,207839395,10.0,2022-01-20,210921 - LL - Donate London Labour,276.0,nan,London
31173,227995784,10.0,2022-01-20,210921 - LL - Donate London Labour,63.0,M,Scotland
23439,208205424,60.0,2022-01-20,210405 - GEN - Donate National,602.0,nan,North West
17140,207981189,3.0,2022-01-20,210405 - GEN - Donate National,69.0,M,Wales
3493,207508688,13.0,2022-01-20,210921 - LL - Donate London Labour,21.0,M,South East
3980,207528320,65.0,2022-01-20,210405 - GEN - Donate National,68.0,M,South East
30590,223648078,5.0,2022-01-20,210921 - LL - Donate London Labour,,nan,North
8639,207688310,13.0,2022-01-20,210921 - LL - Donate London Labour,20.0,F,North
27930,208353983,20.0,2022-01-20,210921 - LL - Donate London Labour,8.0,nan,West Midlands
30938,226963384,121.0,2022-01-20,210921 - LL - Donate London Labour,52.0,M,Yorkshire and Humber
20344,208094573,50.0,2022-01-20,210921 - LL - Donate London Labour,63.0,M,South West
16444,207955672,10.0,2022-01-20,210921 - LL - Donate London Labour,10.0,M,Scotland
20944,208118393,10.0,2022-01-20,210921 - LL - Donate London Labour,41.0,M,London
24415,208238721,13.0,2022-01-20,210921 - LL - Donate London Labour,260.0,F,Scotland
29806,208767199,10.0,2022-01-20,210921 - LL - Donate London Labour,,nan,North West
31740,233687774,5.0,2022-01-20,210405 - GEN - Donate National,,F,North West
15633,207923898,20.0,2022-01-20,210921 - LL - Donate London Labour,19.0,M,South West
22686,208181834,20.0,2022-01-20,210921 - LL - Donate London Labour,212.0,nan,Eastern
7647,207651537,10.0,2022-01-20,211111 - MM - Raffle - Winter 2021,,F,nan
12115,207799272,23.0,2022-01-20,210921 - LL - Donate London Labour,63.0,M,Eastern
31046,227493393,10.0,2022-01-20,210921 - LL - Donate London Labour,63.0,M,Yorkshire and Humber
17962,208005106,13.0,2022-01-20,210921 - LL - Donate London Labour,41.0,M,Wales
31739,233684870,20.0,2022-01-20,210405 - GEN - Donate National,,F,North
2859,207490688,13.0,2022-01-20,210921 - LL - Donate London Labour,485.0,nan,London
30852,225742240,5.0,2022-01-20,210921 - LL - Donate London Labour,19.0,M,West Midlands
6867,207625447,5.0,2022-01-20,210921 - LL - Donate London Labour,212.0,M,Yorkshire and Humber
2814,207489340,23.0,2022-01-20,210921 - LL - Donate London Labour,594.0,nan,Scotland
2681,207484287,10.0,2022-01-20,210921 - LL - Donate London Labour,154.0,F,London
21797,208148487,20.0,2022-01-20,210921 - LL - Donate London Labour,237.0,F,West Midlands
6489,207614069,23.0,2022-01-20,210921 - LL - Donate London Labour,279.0,M,London
870,207413037,50.0,2022-01-20,210921 - LL - Donate London Labour,94.0,nan,South East
10781,207756730,20.0,2022-01-20,210921 - LL - Donate London Labour,269.0,F,North West
5068,207562148,121.0,2022-01-20,210921 - LL - Donate London Labour,11.0,F,Scotland
6875,207625563,23.0,2022-01-20,210921 - LL - Donate London Labour,10.0,F,Eastern
11710,207789682,5.0,2022-01-20,210405 - GEN - Donate National,43.0,F,North West
445,207398282,10.0,2022-01-20,210921 - LL - Donate London Labour,30.0,M,North
8561,207685529,13.0,2022-01-20,210921 - LL - Donate London Labour,,M,Wales
846,207412791,23.0,2022-01-20,210921 - LL - Donate London Labour,183.0,M,South East
2693,207484395,23.0,2022-01-20,210921 - LL - Donate London Labour,240.0,M,West Midlands
7029,207630563,10.0,2022-01-20,210921 - LL - Donate London Labour,20.0,nan,Scotland
29375,208454839,65.0,2022-01-20,210921 - LL - Donate London Labour,,nan,Scotland
10662,207753472,10.0,2022-01-20,210921 - LL - Donate London Labour,16.0,nan,London
20200,208089455,10.0,2022-01-20,210921 - LL - Donate London Labour,280.0,F,South West
15099,207903068,20.0,2022-01-20,210921 - LL - Donate London Labour,376.0,nan,South West
1166,207422424,10.0,2022-01-20,210921 - LL - Donate London Labour,102.0,F,South East
14270,207874140,10.0,2022-01-20,210921 - LL - Donate London Labour,,nan,South East
26744,208321802,10.0,2022-01-20,210921 - LL - Donate London Labour,42.0,M,South East
25906,208294527,15.0,2022-01-21,210921 - LL - Donate London Labour,20.0,F,West Midlands
28884,208391663,5.0,2022-01-21,210921 - LL - Donate London Labour,20.0,nan,South West
24569,208244686,20.0,2022-01-21,210921 - LL - Donate London Labour,238.0,M,North
24667,208248187,65.0,2022-01-21,210921 - LL - Donate London Labour,278.0,F,Wales
10094,207733398,23.0,2022-01-21,210921 - LL - Donate London Labour,238.0,nan,South East
30053,211332995,10.0,2022-01-21,210921 - LL - Donate London Labour,36.0,nan,South East
26498,208313813,20.0,2022-01-21,210921 - LL - Donate London Labour,21.0,M,North West
10740,207755383,250.0,2022-01-21,210921 - LL - Donate London Labour,10.0,nan,South West
30491,219988948,13.0,2022-01-21,210921 - LL - Donate London Labour,,nan,South West
23294,208200917,10.0,2022-01-21,210921 - LL - Donate London Labour,168.0,M,London
1971,207456658,5.0,2022-01-21,210921 - LL - Donate London Labour,722.0,M,nan
22437,208171004,10.0,2022-01-21,210921 - LL - Donate London Labour,15.0,M,South East
28940,208392712,10.0,2022-01-21,210921 - LL - Donate London Labour,213.0,nan,London
13353,207838833,10.0,2022-01-21,210921 - LL - Donate London Labour,226.0,M,South West
16947,207974903,10.0,2022-01-21,210921 - LL - Donate London Labour,267.0,M,West Midlands
28289,208363753,5.0,2022-01-21,210405 - GEN - Donate National,49.0,M,Eastern
7437,207645245,10.0,2022-01-21,210921 - LL - Donate London Labour,,F,nan
1455,207433141,250.0,2022-01-21,210921 - LL - Donate London Labour,311.0,M,Scotland
24703,208249646,23.0,2022-01-21,210921 - LL - Donate London Labour,63.0,nan,South East
21708,208145637,5.0,2022-01-21,210921 - LL - Donate London Labour,37.0,M,South West
16182,207943528,13.0,2022-01-21,210921 - LL - Donate London Labour,268.0,M,South East
14940,207897660,23.0,2022-01-21,210921 - LL - Donate London Labour,20.0,M,Yorkshire and Humber
30187,213750548,10.0,2022-01-21,210921 - LL - Donate London Labour,,M,Eastern
1161,207422284,100.0,2022-01-21,210921 - LL - Donate London Labour,22.0,F,nan
25892,208294295,13.0,2022-01-21,210921 - LL - Donate London Labour,269.0,nan,Yorkshire and Humber
18640,208029521,5.0,2022-01-21,210921 - LL - Donate London Labour,19.0,M,South West
18280,208014765,50.0,2022-01-21,210921 - LL - Donate London Labour,209.0,nan,South West
17908,208004284,20.0,2022-01-21,210921 - LL - Donate London Labour,43.0,M,nan
29077,208401516,13.0,2022-01-21,210921 - LL - Donate London Labour,,M,Eastern
13931,207865517,5.0,2022-01-21,210921 - LL - Donate London Labour,20.0,nan,Wales
11627,207787190,10.0,2022-01-21,210921 - LL - Donate London Labour,269.0,F,Eastern
8194,207669316,23.0,2022-01-21,210921 - LL - Donate London Labour,42.0,M,Wales
31755,233773985,286.0,2022-01-22,210405 - GEN - Donate National,,M,London
8303,207673732,5.0,2022-01-22,210921 - LL - Donate London Labour,9.0,F,Yorkshire and Humber
2947,207494689,10.0,2022-01-22,210921 - LL - Donate London Labour,22.0,F,Wales
31756,233774580,50.0,2022-01-22,210405 - GEN - Donate National,,M,South West
11359,207779322,50.0,2022-01-22,210405 - GEN - Donate National,25.0,M,South West
31757,233780227,23.0,2022-01-22,210405 - GEN - Donate National,,F,London
31758,233780654,1000.0,2022-01-22,210405 - GEN - Donate National,,M,London
29732,208741972,10.0,2022-01-22,210921 - LL - Donate London Labour,,F,South East
15072,207902086,5.0,2022-01-22,210921 - LL - Donate London Labour,681.0,nan,South West
6395,207610557,5.0,2022-01-22,210921 - LL - Donate London Labour,253.0,F,West Midlands
163,207386201,23.0,2022-01-22,210405 - GEN - Donate National,10.0,M,South East
12558,207812761,5.0,2022-01-22,210921 - LL - Donate London Labour,,M,nan
11928,207794899,13.0,2022-01-22,210921 - LL - Donate London Labour,16.0,F,London
14894,207896253,23.0,2022-01-22,210405 - GEN - Donate National,510.0,F,South East
31753,233769018,20.0,2022-01-22,210405 - GEN - Donate National,,F,Eastern
11313,207778194,65.0,2022-01-23,210921 - LL - Donate London Labour,400.0,M,Scotland
25254,208269940,10.0,2022-01-23,210405 - GEN - Donate National,265.0,nan,London
27880,208353119,20.0,2022-01-23,210405 - SL - Donate Scotland,265.0,F,South West
17219,207984458,3.0,2022-01-23,210405 - GEN - Donate National,,F,nan
29041,208399773,65.0,2022-01-23,210405 - GEN - Donate National,,M,North West
5845,207591669,10.0,2022-01-23,210405 - GEN - Donate National,205.0,M,Yorkshire and Humber
23977,208220998,10.0,2022-01-24,210405 - GEN - Donate National,30.0,M,South East
13989,207867216,121.0,2022-01-24,210921 - LL - Donate London Labour,47.0,M,Yorkshire and Humber
27480,208342777,5.0,2022-01-24,210405 - GEN - Donate National,118.0,M,South West
185,207386691,5.0,2022-01-24,210405 - GEN - Donate National,303.0,M,South East
18890,208038979,23.0,2022-01-24,210921 - LL - Donate London Labour,,nan,London
3677,207515794,121.0,2022-01-24,210405 - GEN - Donate National,14.0,nan,East Midlands
1468,207433506,100.0,2022-01-24,210921 - LL - Donate London Labour,556.0,M,Eastern
30715,224383825,23.0,2022-01-24,210405 - GEN - Donate National,,F,South East
12758,207817807,20.0,2022-01-25,210405 - GEN - Donate National,20.0,nan,London
31775,233853344,250.0,2022-01-25,210405 - GEN - Donate National,,M,Scotland
3934,207525722,10.0,2022-01-25,210405 - GEN - Donate National,22.0,F,Yorkshire and Humber
22297,208167731,23.0,2022-01-25,210405 - GEN - Donate National,,M,London
31776,233864549,121.0,2022-01-25,210405 - GEN - Donate National,,nan,London
21938,208153855,5.0,2022-01-25,210405 - GEN - Donate National,178.0,F,Yorkshire and Humber
31777,233867061,13.0,2022-01-25,210405 - GEN - Donate National,,M,North West
17842,208002866,40.0,2022-01-25,210405 - GEN - Donate National,266.0,M,West Midlands
27605,208345923,20.0,2022-01-26,210921 - LL - Donate London Labour,315.0,M,London
18869,208037876,1000.0,2022-01-26,210405 - GEN - Donate National,230.0,F,South East
26431,208311647,65.0,2022-01-26,210405 - WL - Donate Wales,,M,London
29511,208561997,5.0,2022-01-26,210405 - GEN - Donate National,,nan,London
2086,207462621,10.0,2022-01-26,210405 - GEN - Donate National,84.0,nan,Yorkshire and Humber
26248,208306039,13.0,2022-01-26,211124 - GEN - Donate Anti-Tory Fight Fund,91.0,M,Eastern
22006,208156076,10.0,2022-01-26,210921 - LL - Donate London Labour,275.0,M,South East
28095,208358427,42.0,2022-01-26,210405 - GEN - Donate National,194.0,M,South West
13570,207848655,10.0,2022-01-26,210921 - LL - Donate London Labour,59.0,M,London
15760,207928641,10.0,2022-01-26,211111 - MM - Raffle - Winter 2021,191.0,F,Yorkshire and Humber
2063,207462444,5.0,2022-01-27,210405 - GEN - Donate National,123.0,M,London
30936,226963384,286.0,2022-01-27,210405 - GEN - Donate National,7.0,M,Yorkshire and Humber
3393,207505700,23.0,2022-01-27,210405 - GEN - Donate National,268.0,nan,North West
26984,208328620,100.0,2022-01-28,220124 - WM - Donate Erdington,269.0,nan,London
4006,207529408,20.0,2022-01-28,220124 - WM - Donate Erdington,56.0,F,Wales
6623,207618746,5.0,2022-01-28,210405 - GEN - Donate National,34.0,nan,South West
8891,207696747,10.0,2022-01-28,220124 - WM - Donate Erdington,35.0,M,North West
24215,208229065,10.0,2022-01-28,210405 - GEN - Donate National,153.0,M,South East
20518,208100828,10.0,2022-01-28,210405 - GEN - Donate National,123.0,M,Yorkshire and Humber
8990,207700344,50.0,2022-01-28,220124 - WM - Donate Erdington,76.0,M,North West
10597,207751938,20.0,2022-01-28,210405 - GEN - Donate National,28.0,nan,West Midlands
30024,210503477,50.0,2022-01-28,210405 - SL - Donate Scotland,285.0,nan,London
2698,207484503,10.0,2022-01-28,220124 - WM - Donate Erdington,99.0,nan,South East
2756,207487095,36.0,2022-01-28,210405 - SL - Donate Scotland,182.0,M,London
17547,207993893,5.0,2022-01-28,220124 - WM - Donate Erdington,34.0,nan,North West
7991,207661367,10.0,2022-01-28,220124 - WM - Donate Erdington,27.0,F,South East
31793,233974725,13.0,2022-01-28,220124 - WM - Donate Erdington,,F,London
30711,224377238,13.0,2022-01-28,210405 - GEN - Donate National,,F,East Midlands
26705,208321029,10.0,2022-01-28,220124 - WM - Donate Erdington,269.0,F,West Midlands
15835,207930601,100.0,2022-01-28,210405 - GEN - Donate National,478.0,M,East Midlands
31799,233998786,558.0,2022-01-29,210405 - GEN - Donate National,,M,South East
11685,207789013,23.0,2022-01-29,220124 - WM - Donate Erdington,246.0,nan,East Midlands
12215,207802153,100.0,2022-01-29,210405 - GEN - Donate National,,nan,Eastern
16635,207964257,23.0,2022-01-29,220124 - WM - Donate Erdington,,M,Scotland
28689,208378934,50.0,2022-01-29,220124 - WM - Donate Erdington,,F,South East
9420,207717870,13.0,2022-01-29,210921 - LL - Donate London Labour,64.0,nan,London
29339,208434468,25.0,2022-01-29,210405 - GEN - Donate National,,nan,Yorkshire and Humber
26721,208321311,121.0,2022-01-29,220124 - WM - Donate Erdington,116.0,nan,Eastern
20450,208098411,10.0,2022-01-29,220124 - WM - Donate Erdington,50.0,M,London
13116,207827890,10.0,2022-01-29,220124 - WM - Donate Erdington,121.0,M,London
14862,207893975,13.0,2022-01-29,220124 - WM - Donate Erdington,28.0,M,Wales
22359,208168922,10.0,2022-01-29,220124 - WM - Donate Erdington,,M,North West
7446,207645496,13.0,2022-01-29,220124 - WM - Donate Erdington,493.0,nan,South West
29234,208408597,20.0,2022-01-29,220124 - WM - Donate Erdington,29.0,M,South East
16862,207971769,5.0,2022-01-29,210405 - GEN - Donate National,,nan,East Midlands
28662,208377097,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
29577,208613320,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
10007,207731544,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,nan
23273,208200235,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,nan
4878,207554605,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,480.0,M,Scotland
29446,208502093,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
29587,208629076,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),54.0,M,London
4095,207533610,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,45.0,F,South West
4098,207533621,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,30.0,nan,East Midlands
14471,207879546,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,626.0,nan,Wales
14307,207874724,2.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Scotland
22917,208187990,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),54.0,nan,West Midlands
12395,207808291,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,460.0,nan,London
4099,207533664,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),413.0,M,London
29583,208628386,50.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
4603,207548789,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),148.0,F,Yorkshire and Humber
14465,207879130,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,South East
4996,207559543,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Wales
12038,207796988,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,18.0,F,South East
3756,207519634,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),23.0,F,South East
